ReportDt,Unit,Power
07/16/2018,Braidwood 2,100
07/16/2018,Browns Ferry 1,100
07/16/2018,Browns Ferry 2,100
07/16/2018,Browns Ferry 3,100
07/16/2018,Brunswick 1,100
07/16/2018,Brunswick 2,100
07/16/2018,Byron 1,100
07/16/2018,Byron 2,100
07/16/2018,Callaway,100
07/16/2018,Calvert Cliffs 1,100
07/16/2018,Calvert Cliffs 2,100
07/16/2018,Catawba 1,100
07/16/2018,Catawba 2,100
07/16/2018,Clinton,98
07/16/2018,Columbia Generating Station,100
07/16/2018,Comanche Peak 1,100
07/16/2018,Comanche Peak 2,100
07/16/2018,Cooper,100
07/16/2018,D.C. Cook 1,100
07/16/2018,D.C. Cook 2,100
07/16/2018,Davis-Besse,100
07/16/2018,Diablo Canyon 1,100
07/16/2018,Diablo Canyon 2,100
07/16/2018,Dresden 2,100
07/16/2018,Dresden 3,100
07/16/2018,Duane Arnold,97
07/16/2018,Farley 1,100
07/16/2018,Farley 2,100
07/16/2018,Fermi 2,100
07/16/2018,FitzPatrick,95
07/16/2018,Ginna,100
07/16/2018,Grand Gulf 1,16
07/16/2018,Harris 1,100
07/16/2018,Hatch 1,100
07/16/2018,Hatch 2,100
07/16/2018,Hope Creek 1,100
07/16/2018,Indian Point 2,100
07/16/2018,Indian Point 3,100
07/16/2018,LaSalle 1,100
07/16/2018,LaSalle 2,100
07/16/2018,Limerick 1,100
07/16/2018,Limerick 2,100
07/16/2018,McGuire 1,100
07/16/2018,McGuire 2,100
07/16/2018,Millstone 2,100
07/16/2018,Millstone 3,100
07/16/2018,Monticello,100
07/16/2018,Nine Mile Point 1,100
07/16/2018,Nine Mile Point 2,100
07/16/2018,North Anna 1,100
07/16/2018,North Anna 2,100
07/16/2018,Oconee 1,100
07/16/2018,Oconee 2,100
07/16/2018,Oconee 3,100
07/16/2018,Oyster Creek,92
07/16/2018,Palisades,100
07/16/2018,Palo Verde 1,100
07/16/2018,Palo Verde 2,100
07/16/2018,Palo Verde 3,100
07/16/2018,Peach Bottom 2,100
07/16/2018,Peach Bottom 3,100
07/16/2018,Perry 1,98
07/16/2018,Pilgrim 1,100
07/16/2018,Point Beach 1,100
07/16/2018,Point Beach 2,100
07/16/2018,Prairie Island 1,100
07/16/2018,Prairie Island 2,100
07/16/2018,Quad Cities 1,100
07/16/2018,Quad Cities 2,100
07/16/2018,River Bend 1,100
07/16/2018,Robinson 2,100
07/16/2018,Saint Lucie 1,100
07/16/2018,Saint Lucie 2,100
07/16/2018,Salem 1,100
07/16/2018,Salem 2,100
07/16/2018,Seabrook 1,100
07/16/2018,Sequoyah 1,100
07/16/2018,Sequoyah 2,100
07/16/2018,South Texas 1,100
07/16/2018,South Texas 2,100
07/16/2018,Summer,100
07/16/2018,Surry 1,100
07/16/2018,Surry 2,100
07/16/2018,Susquehanna 1,100
07/16/2018,Susquehanna 2,97
07/16/2018,Three Mile Island 1,100
07/16/2018,Turkey Point 3,100
07/16/2018,Turkey Point 4,100
07/16/2018,Vogtle 1,100
07/16/2018,Vogtle 2,100
07/16/2018,Waterford 3,100
07/16/2018,Watts Bar 1,100
07/16/2018,Watts Bar 2,100
07/16/2018,Wolf Creek 1,100
07/15/2018,Arkansas Nuclear 1,100
07/15/2018,Arkansas Nuclear 2,100
07/15/2018,Beaver Valley 1,100
07/15/2018,Beaver Valley 2,100
07/15/2018,Braidwood 1,100
07/15/2018,Braidwood 2,100
07/15/2018,Browns Ferry 1,100
07/15/2018,Browns Ferry 2,100
07/15/2018,Browns Ferry 3,100
07/15/2018,Brunswick 1,100
07/15/2018,Brunswick 2,100
07/15/2018,Byron 1,100
07/15/2018,Byron 2,100
07/15/2018,Callaway,100
07/15/2018,Calvert Cliffs 1,100
07/15/2018,Calvert Cliffs 2,100
07/15/2018,Catawba 1,100
07/15/2018,Catawba 2,100
07/15/2018,Clinton,98
07/15/2018,Columbia Generating Station,100
07/15/2018,Comanche Peak 1,100
07/15/2018,Comanche Peak 2,100
07/15/2018,Cooper,100
07/15/2018,D.C. Cook 1,82
07/15/2018,D.C. Cook 2,100
07/15/2018,Davis-Besse,100
07/15/2018,Diablo Canyon 1,100
07/15/2018,Diablo Canyon 2,100
07/15/2018,Dresden 2,100
07/15/2018,Dresden 3,100
07/15/2018,Duane Arnold,98
07/15/2018,Farley 1,100
07/15/2018,Farley 2,100
07/15/2018,Fermi 2,53
07/15/2018,FitzPatrick,96
07/15/2018,Ginna,100
07/15/2018,Grand Gulf 1,14
07/15/2018,Harris 1,100
07/15/2018,Hatch 1,100
07/15/2018,Hatch 2,100
07/15/2018,Hope Creek 1,100
07/15/2018,Indian Point 2,100
07/15/2018,Indian Point 3,100
07/15/2018,LaSalle 1,100
07/15/2018,LaSalle 2,100
07/15/2018,Limerick 1,100
07/15/2018,Limerick 2,100
07/15/2018,McGuire 1,100
07/15/2018,McGuire 2,100
07/15/2018,Millstone 2,100
07/15/2018,Millstone 3,100
07/15/2018,Monticello,100
07/15/2018,Nine Mile Point 1,100
07/15/2018,Nine Mile Point 2,100
07/15/2018,North Anna 1,100
07/15/2018,North Anna 2,100
07/15/2018,Oconee 1,100
07/15/2018,Oconee 2,100
07/15/2018,Oconee 3,100
07/15/2018,Oyster Creek,92
07/15/2018,Palisades,100
07/15/2018,Palo Verde 1,100
07/15/2018,Palo Verde 2,100
07/15/2018,Palo Verde 3,100
07/15/2018,Peach Bottom 2,100
07/15/2018,Peach Bottom 3,100
07/15/2018,Perry 1,96
07/15/2018,Pilgrim 1,100
07/15/2018,Point Beach 1,100
07/15/2018,Point Beach 2,100
07/15/2018,Prairie Island 1,100
07/15/2018,Prairie Island 2,100
07/15/2018,Quad Cities 1,100
07/15/2018,Quad Cities 2,100
07/15/2018,River Bend 1,100
07/15/2018,Robinson 2,100
07/15/2018,Saint Lucie 1,100
07/15/2018,Saint Lucie 2,100
07/15/2018,Salem 1,100
07/15/2018,Salem 2,100
07/15/2018,Seabrook 1,100
07/15/2018,Sequoyah 1,100
07/15/2018,Sequoyah 2,100
07/15/2018,South Texas 1,100
07/15/2018,South Texas 2,100
07/15/2018,Summer,100
07/15/2018,Surry 1,100
07/15/2018,Surry 2,100
07/15/2018,Susquehanna 1,100
07/15/2018,Susquehanna 2,100
07/15/2018,Three Mile Island 1,100
07/15/2018,Turkey Point 3,100
07/15/2018,Turkey Point 4,100
07/15/2018,Vogtle 1,100
07/15/2018,Vogtle 2,100
07/15/2018,Waterford 3,100
07/15/2018,Watts Bar 1,100
07/15/2018,Watts Bar 2,100
07/15/2018,Wolf Creek 1,100
07/14/2018,Arkansas Nuclear 1,100
07/14/2018,Arkansas Nuclear 2,100
07/14/2018,Beaver Valley 1,100
07/14/2018,Beaver Valley 2,100
07/14/2018,Braidwood 1,100
07/14/2018,Braidwood 2,100
07/14/2018,Browns Ferry 1,100
07/14/2018,Browns Ferry 2,100
07/14/2018,Browns Ferry 3,100
07/14/2018,Brunswick 1,100
07/14/2018,Brunswick 2,94
07/14/2018,Byron 1,100
07/14/2018,Byron 2,100
07/14/2018,Callaway,100
07/14/2018,Calvert Cliffs 1,100
07/14/2018,Calvert Cliffs 2,100
07/14/2018,Catawba 1,100
07/14/2018,Catawba 2,100
07/14/2018,Clinton,98
07/14/2018,Columbia Generating Station,100
07/14/2018,Comanche Peak 1,100
07/14/2018,Comanche Peak 2,100
07/14/2018,Cooper,100
07/14/2018,D.C. Cook 1,100
07/14/2018,D.C. Cook 2,100
07/14/2018,Davis-Besse,100
07/14/2018,Diablo Canyon 1,100
07/14/2018,Diablo Canyon 2,100
07/14/2018,Dresden 2,100
07/14/2018,Dresden 3,100
07/14/2018,Duane Arnold,98
07/14/2018,Farley 1,100
07/14/2018,Farley 2,100
07/14/2018,Fermi 2,100
07/14/2018,FitzPatrick,96
07/14/2018,Ginna,100
07/14/2018,Grand Gulf 1,8
07/14/2018,Harris 1,100
07/14/2018,Hatch 1,100
07/14/2018,Hatch 2,100
07/14/2018,Hope Creek 1,100
07/14/2018,Indian Point 2,100
07/14/2018,Indian Point 3,100
07/14/2018,LaSalle 1,100
07/14/2018,LaSalle 2,100
07/14/2018,Limerick 1,100
07/14/2018,Limerick 2,100
07/14/2018,McGuire 1,100
07/14/2018,McGuire 2,100
07/14/2018,Millstone 2,99
07/14/2018,Millstone 3,100
07/14/2018,Monticello,100
07/14/2018,Nine Mile Point 1,100
07/14/2018,Nine Mile Point 2,100
07/14/2018,North Anna 1,100
07/14/2018,North Anna 2,100
07/14/2018,Oconee 1,100
07/14/2018,Oconee 2,100
07/14/2018,Oconee 3,100
07/14/2018,Oyster Creek,92
07/14/2018,Palisades,100
07/14/2018,Palo Verde 1,100
07/14/2018,Palo Verde 2,100
07/14/2018,Palo Verde 3,100
07/14/2018,Peach Bottom 2,100
07/14/2018,Peach Bottom 3,100
07/14/2018,Perry 1,100
07/14/2018,Pilgrim 1,98
07/14/2018,Point Beach 1,100
07/14/2018,Point Beach 2,100
07/14/2018,Prairie Island 1,100
07/14/2018,Prairie Island 2,100
07/14/2018,Quad Cities 1,100
07/14/2018,Quad Cities 2,100
07/14/2018,River Bend 1,100
07/14/2018,Robinson 2,100
07/14/2018,Saint Lucie 1,100
07/14/2018,Saint Lucie 2,100
07/14/2018,Salem 1,100
07/14/2018,Salem 2,100
07/14/2018,Seabrook 1,100
07/14/2018,Sequoyah 1,100
07/14/2018,Sequoyah 2,100
07/14/2018,South Texas 1,100
07/14/2018,South Texas 2,100
07/14/2018,Summer,100
07/14/2018,Surry 1,100
07/14/2018,Surry 2,100
07/14/2018,Susquehanna 1,100
07/14/2018,Susquehanna 2,100
07/14/2018,Three Mile Island 1,100
07/14/2018,Turkey Point 3,100
07/14/2018,Turkey Point 4,100
07/14/2018,Vogtle 1,100
07/14/2018,Vogtle 2,100
07/14/2018,Waterford 3,100
07/14/2018,Watts Bar 1,100
07/14/2018,Watts Bar 2,100
07/14/2018,Wolf Creek 1,100
07/13/2018,Arkansas Nuclear 1,100
07/13/2018,Arkansas Nuclear 2,100
07/13/2018,Beaver Valley 1,100
07/13/2018,Beaver Valley 2,100
07/13/2018,Braidwood 1,100
07/13/2018,Braidwood 2,100
07/13/2018,Browns Ferry 1,100
07/13/2018,Browns Ferry 2,100
07/13/2018,Browns Ferry 3,98
07/13/2018,Brunswick 1,100
07/13/2018,Brunswick 2,98
07/13/2018,Byron 1,100
07/13/2018,Byron 2,100
07/13/2018,Callaway,100
07/13/2018,Calvert Cliffs 1,100
07/13/2018,Calvert Cliffs 2,100
07/13/2018,Catawba 1,100
07/13/2018,Catawba 2,100
07/13/2018,Clinton,98
07/13/2018,Columbia Generating Station,100
07/13/2018,Comanche Peak 1,100
07/13/2018,Comanche Peak 2,100
07/13/2018,Cooper,100
07/13/2018,D.C. Cook 1,100
07/13/2018,D.C. Cook 2,100
07/13/2018,Davis-Besse,100
07/13/2018,Diablo Canyon 1,100
07/13/2018,Diablo Canyon 2,100
07/13/2018,Dresden 2,100
07/13/2018,Dresden 3,100
07/13/2018,Duane Arnold,98
07/13/2018,Farley 1,100
07/13/2018,Farley 2,100
07/13/2018,Fermi 2,100
07/13/2018,FitzPatrick,96
07/13/2018,Ginna,100
07/13/2018,Grand Gulf 1,3
07/13/2018,Harris 1,100
07/13/2018,Hatch 1,100
07/13/2018,Hatch 2,100
07/13/2018,Hope Creek 1,100
07/13/2018,Indian Point 2,100
07/13/2018,Indian Point 3,100
07/13/2018,LaSalle 1,100
07/13/2018,LaSalle 2,100
07/13/2018,Limerick 1,100
07/13/2018,Limerick 2,100
07/13/2018,McGuire 1,100
07/13/2018,McGuire 2,100
07/13/2018,Millstone 2,100
07/13/2018,Millstone 3,100
07/13/2018,Monticello,100
07/13/2018,Nine Mile Point 1,100
07/13/2018,Nine Mile Point 2,100
07/13/2018,North Anna 1,100
07/13/2018,North Anna 2,100
07/13/2018,Oconee 1,100
07/13/2018,Oconee 2,100
07/13/2018,Oconee 3,100
07/13/2018,Oyster Creek,93
07/13/2018,Palisades,100
07/13/2018,Palo Verde 1,100
07/13/2018,Palo Verde 2,100
07/13/2018,Palo Verde 3,100
07/13/2018,Peach Bottom 2,100
07/13/2018,Peach Bottom 3,100
07/13/2018,Perry 1,100
07/13/2018,Pilgrim 1,95
07/13/2018,Point Beach 1,100
07/13/2018,Point Beach 2,100
07/13/2018,Prairie Island 1,100
07/13/2018,Prairie Island 2,100
07/13/2018,Quad Cities 1,100
07/13/2018,Quad Cities 2,100
07/13/2018,River Bend 1,100
07/13/2018,Robinson 2,100
07/13/2018,Saint Lucie 1,100
07/13/2018,Saint Lucie 2,100
07/13/2018,Salem 1,100
07/13/2018,Salem 2,100
07/13/2018,Seabrook 1,100
07/13/2018,Sequoyah 1,100
07/13/2018,Sequoyah 2,100
07/13/2018,South Texas 1,100
07/13/2018,South Texas 2,100
07/13/2018,Summer,100
07/13/2018,Surry 1,100
07/13/2018,Surry 2,100
07/13/2018,Susquehanna 1,100
07/13/2018,Susquehanna 2,100
07/13/2018,Three Mile Island 1,100
07/13/2018,Turkey Point 3,100
07/13/2018,Turkey Point 4,100
07/13/2018,Vogtle 1,100
07/13/2018,Vogtle 2,100
07/13/2018,Waterford 3,100
07/13/2018,Watts Bar 1,100
07/13/2018,Watts Bar 2,100
07/13/2018,Wolf Creek 1,100
07/12/2018,Arkansas Nuclear 1,100
07/12/2018,Arkansas Nuclear 2,100
07/12/2018,Beaver Valley 1,100
07/12/2018,Beaver Valley 2,100
07/12/2018,Braidwood 1,100
07/12/2018,Braidwood 2,100
07/12/2018,Browns Ferry 1,100
07/12/2018,Browns Ferry 2,100
07/12/2018,Browns Ferry 3,98
07/12/2018,Brunswick 1,100
07/12/2018,Brunswick 2,89
07/12/2018,Byron 1,100
07/12/2018,Byron 2,100
07/12/2018,Callaway,100
07/12/2018,Calvert Cliffs 1,100
07/12/2018,Calvert Cliffs 2,100
07/12/2018,Catawba 1,100
07/12/2018,Catawba 2,100
07/12/2018,Clinton,98
07/12/2018,Columbia Generating Station,100
07/12/2018,Comanche Peak 1,100
07/12/2018,Comanche Peak 2,100
07/12/2018,Cooper,100
07/12/2018,D.C. Cook 1,100
07/12/2018,D.C. Cook 2,100
07/12/2018,Davis-Besse,100
07/12/2018,Diablo Canyon 1,100
07/12/2018,Diablo Canyon 2,100
07/12/2018,Dresden 2,100
07/12/2018,Dresden 3,100
07/12/2018,Duane Arnold,98
07/12/2018,Farley 1,100
07/12/2018,Farley 2,100
07/12/2018,Fermi 2,100
07/12/2018,FitzPatrick,96
07/12/2018,Ginna,100
07/12/2018,Grand Gulf 1,1
07/12/2018,Harris 1,100
07/12/2018,Hatch 1,100
07/12/2018,Hatch 2,100
07/12/2018,Hope Creek 1,100
07/12/2018,Indian Point 2,100
07/12/2018,Indian Point 3,100
07/12/2018,LaSalle 1,100
07/12/2018,LaSalle 2,100
07/12/2018,Limerick 1,100
07/12/2018,Limerick 2,100
07/12/2018,McGuire 1,100
07/12/2018,McGuire 2,100
07/12/2018,Millstone 2,100
07/12/2018,Millstone 3,100
07/12/2018,Monticello,100
07/12/2018,Nine Mile Point 1,100
07/12/2018,Nine Mile Point 2,100
07/12/2018,North Anna 1,100
07/12/2018,North Anna 2,100
07/12/2018,Oconee 1,100
07/12/2018,Oconee 2,100
07/12/2018,Oconee 3,100
07/12/2018,Oyster Creek,93
07/12/2018,Palisades,100
07/12/2018,Palo Verde 1,13
07/12/2018,Palo Verde 2,100
07/12/2018,Palo Verde 3,100
07/12/2018,Peach Bottom 2,100
07/12/2018,Peach Bottom 3,100
07/12/2018,Perry 1,100
07/12/2018,Pilgrim 1,100
07/12/2018,Point Beach 1,100
07/12/2018,Point Beach 2,100
07/12/2018,Prairie Island 1,100
07/12/2018,Prairie Island 2,100
07/12/2018,Quad Cities 1,100
07/12/2018,Quad Cities 2,100
07/12/2018,River Bend 1,100
07/12/2018,Robinson 2,100
07/12/2018,Saint Lucie 1,100
07/12/2018,Saint Lucie 2,100
07/12/2018,Salem 1,100
07/12/2018,Salem 2,100
07/12/2018,Seabrook 1,100
07/12/2018,Sequoyah 1,100
07/12/2018,Sequoyah 2,100
07/12/2018,South Texas 1,100
07/12/2018,South Texas 2,100
07/12/2018,Summer,100
07/12/2018,Surry 1,100
07/12/2018,Surry 2,100
07/12/2018,Susquehanna 1,100
07/12/2018,Susquehanna 2,100
07/12/2018,Three Mile Island 1,100
07/12/2018,Turkey Point 3,100
07/12/2018,Turkey Point 4,100
07/12/2018,Vogtle 1,100
07/12/2018,Vogtle 2,100
07/12/2018,Waterford 3,100
07/12/2018,Watts Bar 1,100
07/12/2018,Watts Bar 2,100
07/12/2018,Wolf Creek 1,100
07/11/2018,Arkansas Nuclear 1,100
07/11/2018,Arkansas Nuclear 2,100
07/11/2018,Beaver Valley 1,100
07/11/2018,Beaver Valley 2,100
07/11/2018,Braidwood 1,100
07/11/2018,Braidwood 2,100
07/11/2018,Browns Ferry 1,100
07/11/2018,Browns Ferry 2,100
07/11/2018,Browns Ferry 3,98
07/11/2018,Brunswick 1,100
07/11/2018,Brunswick 2,83
07/11/2018,Byron 1,100
07/11/2018,Byron 2,100
07/11/2018,Callaway,100
07/11/2018,Calvert Cliffs 1,100
07/11/2018,Calvert Cliffs 2,100
07/11/2018,Catawba 1,100
07/11/2018,Catawba 2,100
07/11/2018,Clinton,98
07/11/2018,Columbia Generating Station,100
07/11/2018,Comanche Peak 1,100
07/11/2018,Comanche Peak 2,100
07/11/2018,Cooper,100
07/11/2018,D.C. Cook 1,100
07/11/2018,D.C. Cook 2,100
07/11/2018,Davis-Besse,100
07/11/2018,Diablo Canyon 1,100
07/11/2018,Diablo Canyon 2,100
07/11/2018,Dresden 2,100
07/11/2018,Dresden 3,100
07/11/2018,Duane Arnold,97
07/11/2018,Farley 1,100
07/11/2018,Farley 2,100
07/11/2018,Fermi 2,100
07/11/2018,FitzPatrick,97
07/11/2018,Ginna,100
07/11/2018,Grand Gulf 1,0
07/11/2018,Harris 1,100
07/11/2018,Hatch 1,100
07/11/2018,Hatch 2,100
07/11/2018,Hope Creek 1,100
07/11/2018,Indian Point 2,100
07/11/2018,Indian Point 3,100
07/11/2018,LaSalle 1,100
07/11/2018,LaSalle 2,100
07/11/2018,Limerick 1,100
07/11/2018,Limerick 2,100
07/11/2018,McGuire 1,100
07/11/2018,McGuire 2,100
07/11/2018,Millstone 2,100
07/11/2018,Millstone 3,100
07/11/2018,Monticello,100
07/11/2018,Nine Mile Point 1,100
07/11/2018,Nine Mile Point 2,100
07/11/2018,North Anna 1,100
07/11/2018,North Anna 2,100
07/11/2018,Oconee 1,100
07/11/2018,Oconee 2,100
07/11/2018,Oconee 3,100
07/11/2018,Oyster Creek,94
07/11/2018,Palisades,100
07/11/2018,Palo Verde 1,11
07/11/2018,Palo Verde 2,100
07/11/2018,Palo Verde 3,100
07/11/2018,Peach Bottom 2,100
07/11/2018,Peach Bottom 3,100
07/11/2018,Perry 1,100
07/11/2018,Pilgrim 1,100
07/11/2018,Point Beach 1,100
07/11/2018,Point Beach 2,100
07/11/2018,Prairie Island 1,100
07/11/2018,Prairie Island 2,100
07/11/2018,Quad Cities 1,100
07/11/2018,Quad Cities 2,100
07/11/2018,River Bend 1,100
07/11/2018,Robinson 2,100
07/11/2018,Saint Lucie 1,100
07/11/2018,Saint Lucie 2,100
07/11/2018,Salem 1,100
07/11/2018,Salem 2,100
07/11/2018,Seabrook 1,100
07/11/2018,Sequoyah 1,100
07/11/2018,Sequoyah 2,100
07/11/2018,South Texas 1,100
07/11/2018,South Texas 2,100
07/11/2018,Summer,100
07/11/2018,Surry 1,100
07/11/2018,Surry 2,100
07/11/2018,Susquehanna 1,100
07/11/2018,Susquehanna 2,100
07/11/2018,Three Mile Island 1,100
07/11/2018,Turkey Point 3,100
07/11/2018,Turkey Point 4,100
07/11/2018,Vogtle 1,100
07/11/2018,Vogtle 2,100
07/11/2018,Waterford 3,100
07/11/2018,Watts Bar 1,100
07/11/2018,Watts Bar 2,100
07/11/2018,Wolf Creek 1,100
07/10/2018,Arkansas Nuclear 1,100
07/10/2018,Arkansas Nuclear 2,100
07/10/2018,Beaver Valley 1,100
07/10/2018,Beaver Valley 2,100
07/10/2018,Braidwood 1,100
07/10/2018,Braidwood 2,100
07/10/2018,Browns Ferry 1,100
07/10/2018,Browns Ferry 2,100
07/10/2018,Browns Ferry 3,98
07/10/2018,Brunswick 1,100
07/10/2018,Brunswick 2,86
07/10/2018,Byron 1,100
07/10/2018,Byron 2,100
07/10/2018,Callaway,100
07/10/2018,Calvert Cliffs 1,100
07/10/2018,Calvert Cliffs 2,100
07/10/2018,Catawba 1,100
07/10/2018,Catawba 2,100
07/10/2018,Clinton,98
07/10/2018,Columbia Generating Station,100
07/10/2018,Comanche Peak 1,100
07/10/2018,Comanche Peak 2,100
07/10/2018,Cooper,100
07/10/2018,D.C. Cook 1,100
07/10/2018,D.C. Cook 2,100
07/10/2018,Davis-Besse,100
07/10/2018,Diablo Canyon 1,100
07/10/2018,Diablo Canyon 2,100
07/10/2018,Dresden 2,100
07/10/2018,Dresden 3,100
07/10/2018,Duane Arnold,97
07/10/2018,Farley 1,100
07/10/2018,Farley 2,100
07/10/2018,Fermi 2,100
07/10/2018,FitzPatrick,97
07/10/2018,Ginna,100
07/10/2018,Grand Gulf 1,0
07/10/2018,Harris 1,100
07/10/2018,Hatch 1,100
07/10/2018,Hatch 2,100
07/10/2018,Hope Creek 1,100
07/10/2018,Indian Point 2,100
07/10/2018,Indian Point 3,100
07/10/2018,LaSalle 1,100
07/10/2018,LaSalle 2,100
07/10/2018,Limerick 1,100
07/10/2018,Limerick 2,100
07/10/2018,McGuire 1,100
07/10/2018,McGuire 2,100
07/10/2018,Millstone 2,97
07/10/2018,Millstone 3,100
07/10/2018,Monticello,100
07/10/2018,Nine Mile Point 1,100
07/10/2018,Nine Mile Point 2,100
07/10/2018,North Anna 1,100
07/10/2018,North Anna 2,100
07/10/2018,Oconee 1,100
07/10/2018,Oconee 2,100
07/10/2018,Oconee 3,100
07/10/2018,Oyster Creek,95
07/10/2018,Palisades,100
07/10/2018,Palo Verde 1,100
07/10/2018,Palo Verde 2,100
07/10/2018,Palo Verde 3,100
07/10/2018,Peach Bottom 2,100
07/10/2018,Peach Bottom 3,100
07/10/2018,Perry 1,100
07/10/2018,Pilgrim 1,100
07/10/2018,Point Beach 1,100
07/10/2018,Point Beach 2,100
07/10/2018,Prairie Island 1,100
07/10/2018,Prairie Island 2,100
07/10/2018,Quad Cities 1,100
07/10/2018,Quad Cities 2,100
07/10/2018,River Bend 1,100
07/10/2018,Robinson 2,100
07/10/2018,Saint Lucie 1,100
07/10/2018,Saint Lucie 2,100
07/10/2018,Salem 1,100
07/10/2018,Salem 2,100
07/10/2018,Seabrook 1,100
07/10/2018,Sequoyah 1,100
07/10/2018,Sequoyah 2,100
07/10/2018,South Texas 1,100
07/10/2018,South Texas 2,100
07/10/2018,Summer,100
07/10/2018,Surry 1,100
07/10/2018,Surry 2,100
07/10/2018,Susquehanna 1,100
07/10/2018,Susquehanna 2,100
07/10/2018,Three Mile Island 1,100
07/10/2018,Turkey Point 3,100
07/10/2018,Turkey Point 4,100
07/10/2018,Vogtle 1,100
07/10/2018,Vogtle 2,100
07/10/2018,Waterford 3,100
07/10/2018,Watts Bar 1,100
07/10/2018,Watts Bar 2,100
07/10/2018,Wolf Creek 1,100
07/09/2018,Arkansas Nuclear 1,100
07/09/2018,Arkansas Nuclear 2,100
07/09/2018,Beaver Valley 1,100
07/09/2018,Beaver Valley 2,100
07/09/2018,Braidwood 1,100
07/09/2018,Braidwood 2,100
07/09/2018,Browns Ferry 1,100
07/09/2018,Browns Ferry 2,100
07/09/2018,Browns Ferry 3,98
07/09/2018,Brunswick 1,100
07/09/2018,Brunswick 2,68
07/09/2018,Byron 1,100
07/09/2018,Byron 2,100
07/09/2018,Callaway,100
07/09/2018,Calvert Cliffs 1,100
07/09/2018,Calvert Cliffs 2,100
07/09/2018,Catawba 1,100
07/09/2018,Catawba 2,100
07/09/2018,Clinton,98
07/09/2018,Columbia Generating Station,100
07/09/2018,Comanche Peak 1,100
07/09/2018,Comanche Peak 2,100
07/09/2018,Cooper,100
07/09/2018,D.C. Cook 1,100
07/09/2018,D.C. Cook 2,100
07/09/2018,Davis-Besse,100
07/09/2018,Diablo Canyon 1,100
07/09/2018,Diablo Canyon 2,100
07/09/2018,Dresden 2,100
07/09/2018,Dresden 3,100
07/09/2018,Duane Arnold,98
07/09/2018,Farley 1,100
07/09/2018,Farley 2,100
07/09/2018,Fermi 2,100
07/09/2018,FitzPatrick,97
07/09/2018,Ginna,100
07/09/2018,Grand Gulf 1,0
07/09/2018,Harris 1,100
07/09/2018,Hatch 1,100
07/09/2018,Hatch 2,100
07/09/2018,Hope Creek 1,100
07/09/2018,Indian Point 2,100
07/09/2018,Indian Point 3,100
07/09/2018,LaSalle 1,100
07/09/2018,LaSalle 2,100
07/09/2018,Limerick 1,100
07/09/2018,Limerick 2,100
07/09/2018,McGuire 1,100
07/09/2018,McGuire 2,100
07/09/2018,Millstone 2,100
07/09/2018,Millstone 3,100
07/09/2018,Monticello,100
07/09/2018,Nine Mile Point 1,100
07/09/2018,Nine Mile Point 2,100
07/09/2018,North Anna 1,100
07/09/2018,North Anna 2,100
07/09/2018,Oconee 1,100
07/09/2018,Oconee 2,100
07/09/2018,Oconee 3,100
07/09/2018,Oyster Creek,89
07/09/2018,Palisades,100
07/09/2018,Palo Verde 1,100
07/09/2018,Palo Verde 2,100
07/09/2018,Palo Verde 3,100
07/09/2018,Peach Bottom 2,98
07/09/2018,Peach Bottom 3,100
07/09/2018,Perry 1,100
07/09/2018,Pilgrim 1,100
07/09/2018,Point Beach 1,100
07/09/2018,Point Beach 2,100
07/09/2018,Prairie Island 1,100
07/09/2018,Prairie Island 2,100
07/09/2018,Quad Cities 1,100
07/09/2018,Quad Cities 2,100
07/09/2018,River Bend 1,100
07/09/2018,Robinson 2,100
07/09/2018,Saint Lucie 1,100
07/09/2018,Saint Lucie 2,100
07/09/2018,Salem 1,100
07/09/2018,Salem 2,100
07/09/2018,Seabrook 1,100
07/09/2018,Sequoyah 1,100
07/09/2018,Sequoyah 2,100
07/09/2018,South Texas 1,100
07/09/2018,South Texas 2,100
07/09/2018,Summer,100
07/09/2018,Surry 1,100
07/09/2018,Surry 2,100
07/09/2018,Susquehanna 1,100
07/09/2018,Susquehanna 2,100
07/09/2018,Three Mile Island 1,100
07/09/2018,Turkey Point 3,100
07/09/2018,Turkey Point 4,100
07/09/2018,Vogtle 1,100
07/09/2018,Vogtle 2,100
07/09/2018,Waterford 3,100
07/09/2018,Watts Bar 1,100
07/09/2018,Watts Bar 2,100
07/09/2018,Wolf Creek 1,100
07/08/2018,Arkansas Nuclear 1,99
07/08/2018,Arkansas Nuclear 2,100
07/08/2018,Beaver Valley 1,100
07/08/2018,Beaver Valley 2,100
07/08/2018,Braidwood 1,100
07/08/2018,Braidwood 2,100
07/08/2018,Browns Ferry 1,100
07/08/2018,Browns Ferry 2,100
07/08/2018,Browns Ferry 3,96
07/08/2018,Brunswick 1,100
07/08/2018,Brunswick 2,50
07/08/2018,Byron 1,100
07/08/2018,Byron 2,100
07/08/2018,Callaway,100
07/08/2018,Calvert Cliffs 1,100
07/08/2018,Calvert Cliffs 2,100
07/08/2018,Catawba 1,100
07/08/2018,Catawba 2,100
07/08/2018,Clinton,88
07/08/2018,Columbia Generating Station,100
07/08/2018,Comanche Peak 1,100
07/08/2018,Comanche Peak 2,100
07/08/2018,Cooper,100
07/08/2018,D.C. Cook 1,100
07/08/2018,D.C. Cook 2,100
07/08/2018,Davis-Besse,100
07/08/2018,Diablo Canyon 1,100
